transaction,txTime (ms),propagationTime (ms)
7095,5046,3
7096,4026,592
7097,5042,4
7098,5030,2
7099,5049,3
7100,5028,3
7101,5035,3
7102,5034,2
7103,5031,3
7104,5030,3
7105,5033,3
7106,5030,3
7107,4035,608
7108,5030,3
7109,5038,3
7110,5032,3
7111,5053,4
7112,5040,3
7113,5043,3
7114,5032,3
7115,5031,3
7116,5029,3
7117,4033,591
7118,5037,3
7119,5033,7
7120,5031,3
7121,5032,3
7122,5030,2
7123,5032,4
7124,5034,2
7125,5037,3
7126,5028,3
7127,5024,3
7128,4028,640
7129,5039,4
7130,5034,3
7131,5032,3
7132,5035,3
7133,5033,3
7134,5046,2
7135,5034,2
7136,5033,2
7137,5032,2
7138,4047,587
7139,5036,3
7140,5033,3
7141,5045,3
7142,5029,3
7143,5037,3
7144,5037,4
7145,5041,5
7146,5042,3
7147,5027,3
7148,4037,599
7149,5042,3
7150,5037,3
7151,5035,3
7152,5028,3
7153,5032,3
7154,5034,5
7155,5041,4
7156,5036,3
7157,5033,3
7158,4035,635
7159,5035,4
7160,5051,5
7161,5034,2
7162,5043,3
7163,5030,3
7164,5051,3
7165,5034,3
7166,5032,3
7167,4029,620
7168,5029,4
7169,5035,4
7170,5038,4
7171,5046,4
7172,5032,2
7173,5033,3
7174,5033,3
7175,5032,2
7176,5051,2
7177,4026,615
7178,5041,3
7179,5032,4
7180,5044,3
7181,5029,2
7182,5031,4
7183,5033,4
7184,5037,2
7185,5033,3
7186,5033,3
7187,5032,3
7188,4028,601
7189,5033,3
7190,5039,3
7191,5056,3
7192,5036,3
7193,5029,3
7194,5031,3
7195,5033,3
7196,5030,2
7197,5037,3
7198,4024,612
7199,5042,4
7200,5029,3
7201,5052,3
7202,5037,4
7203,5035,5
7204,5035,3
7205,5038,3
7206,5028,4
7207,5029,3
7208,4032,605
7209,5047,3
7210,5035,3
7211,5033,2
7212,5026,3
7213,5049,3
7214,5030,2
7215,5034,2
7216,5029,5
7217,5028,3
7218,5029,3
7219,4032,593
7220,5052,152
7221,5032,3
7222,5030,3
7223,5030,3
7224,5027,3
7225,5031,2
7226,4040,603
7227,5053,5
7228,5036,3
7229,5029,3
7230,5037,3
7231,5033,3
7232,5036,3
7233,5038,3
7234,5027,4
7235,5031,3
7236,4027,614
7237,5050,4
7238,5041,3
7239,5031,2
7240,5034,3
7241,5030,3
7242,5036,2
7243,5027,9
7244,5042,3
7245,5035,3
7246,4036,599
7247,5033,2
7248,5039,3
7249,5029,6
7250,5030,2
7251,5031,3
7252,5034,3
7253,5030,3
7254,5031,3
7255,5047,3
7256,5029,3
7257,4031,614
7258,5050,3
7259,5051,3
7260,5035,2
7261,5036,7
7262,5041,2
7263,5035,4
7264,5032,3
7265,5037,3
7266,4039,602
7267,5042,3
7268,5030,4
7269,5033,3
7270,5031,2
7271,5047,3
7272,5027,3
7273,5032,3
7274,5030,3
7275,5038,3
7276,5026,2
7277,4035,615
7278,5037,3
7279,5032,3
7280,5052,3
7281,5027,3
7282,5030,3
7283,5026,3
7284,5035,3
7285,5031,2
7286,5031,2
7287,5025,2
7288,4035,590
7289,5039,4
7290,5034,3
7291,5041,3
7292,5026,4
7293,5051,3
7294,5032,2
7295,5032,3
7296,5028,2
7297,5035,3
7298,5026,3
7299,4032,597
7300,5030,3
7301,5032,3
7302,5033,5
7303,5066,3
7304,5033,4
7305,5035,2
7306,5028,3
7307,5032,2
7308,5032,3
7309,4029,615
7310,5042,2
7311,5033,3
7312,5034,3
7313,5049,2
7314,5032,2
7315,5033,3
7316,5030,3
7317,5032,2
7318,5028,3
7319,5032,3
7320,4027,604
7321,5036,3
7322,5028,3
7323,5036,4
7324,5033,4
7325,5037,3
7326,5030,3
7327,5027,4
7328,5037,4
7329,5037,2
7330,5031,3
7331,4036,593
7332,5030,3
7333,5035,2
7334,5025,3
7335,5031,2
7336,5037,3
7337,5032,3
7338,5031,3
7339,5029,4
7340,5031,2
7341,5034,2
7342,4036,631
7343,5030,3
7344,5026,3
7345,5064,3
7346,5029,3
7347,5031,3
7348,5031,4
7349,5039,3
7350,5032,3
7351,5030,2
7352,4028,614
7353,5035,4
7354,5034,3
7355,5030,3
7356,5038,2
7357,5026,2
7358,5049,3
7359,5027,3
7360,5030,2
7361,5027,3
7362,5038,3
7363,4025,613
7364,5042,4
7365,5027,3
7366,5033,3
7367,5036,3
7368,5033,3
7369,5039,2
7370,5031,3
7371,5031,3
7372,5028,3
7373,5035,4
7374,4033,605
7375,5038,4
7376,5040,3
7377,5031,3
7378,5050,2
7379,5029,3
7380,5030,3
7381,5029,3
7382,5033,3
7383,5030,2
7384,5032,3
7385,4030,595
7386,5032,3
7387,5031,3
7388,5030,3
7389,5047,3
7390,5030,4
7391,5034,2
7392,5024,3
7393,5036,2
7394,5036,2
7395,5033,3
7396,4031,600
7397,5035,3
7398,5033,3
7399,5029,3
7400,5033,3
7401,5053,3
7402,5029,3
7403,5035,3
7404,5028,3
7405,5031,3
7406,5028,3
7407,4033,597
7408,5035,3
7409,5029,3
7410,5031,4
7411,5037,4
7412,5041,18
7413,5040,3
7414,5029,5
7415,5039,4
7416,5032,3
7417,4028,608
7418,5048,4
7419,5036,7
7420,5031,5
7421,5045,4
7422,5034,4
7423,5038,4
7424,5044,3
7425,5029,3
7426,5031,3
7427,4029,603
7428,5033,3
7429,5030,3
7430,5030,3
7431,5037,2
7432,5032,3
7433,5036,2
7434,5032,3
7435,5025,2
7436,5034,3
7437,5036,3
7438,4028,624
7439,5033,3
7440,5033,3
7441,5029,3
7442,5036,3
7443,5033,3
7444,5049,3
7445,5034,2
7446,5031,3
7447,5034,3
7448,4036,613
7449,5037,3
7450,5036,3
7451,5030,2
